ProductionOrderID,ProductionOrderNumber,ItemID,CustomerID,PlannedQuantity,ActualQuantity,ScheduledStartDate,ScheduledEndDate,Status,Priority,CreatedAt,ActualFinishTime,ProductionDelayMinutes,IsDelayed,QuantityVariance,CompletionRate
166,PRD-000166,48,13,947.27,862.58,2024-06-19,2024-06-29,Completed,Low,2024-06-19,2024-06-29 06:00:00,360.0,1,-84.69,0.9106
167,PRD-000167,105,29,163.28,108.88,2023-07-14,2023-07-29,OnHold,Medium,2023-07-14,2023-07-28 22:00:00,0.0,0,-54.4,0.6668
168,PRD-000168,32,18,739.17,0.0,2024-10-27,2024-12-23,Scheduled,Low,2024-10-27,2024-12-21 22:00:00,0.0,0,-739.17,0.0
169,PRD-000169,26,1,884.16,813.66,2023-02-01,2023-02-19,Completed,Low,2023-02-01,2023-02-17 22:00:00,0.0,0,-70.5,0.9203
170,PRD-000170,11,7,591.71,574.03,2025-03-11,2025-03-14,Completed,Low,2025-03-11,2025-03-13 22:00:00,0.0,0,-17.68,0.9701
171,PRD-000171,195,18,683.31,0.0,2025-04-23,2025-05-20,Cancelled,Critical,2025-04-23,2025-05-17 22:00:00,0.0,0,-683.31,0.0
172,PRD-000172,175,22,414.07,45.23,2024-05-18,2024-06-11,InProgress,Critical,2024-05-18,2024-06-10 14:00:00,0.0,0,-368.84,0.1092
173,PRD-000173,15,23,587.1,543.25,2025-05-19,2025-06-14,Completed,High,2025-05-19,2025-06-14 06:00:00,360.0,1,-43.85,0.9253
174,PRD-000174,186,9,455.75,453.82,2025-05-08,2025-05-11,Completed,Low,2025-05-08,2025-05-11 06:00:00,360.0,1,-1.93,0.9958
175,PRD-000175,209,16,405.04,398.55,2023-05-11,2023-06-16,Completed,Medium,2023-05-11,2023-06-11 22:00:00,0.0,0,-6.49,0.984
176,PRD-000176,170,13,196.66,190.22,2024-10-20,2024-12-04,Completed,Low,2024-10-20,2024-12-04 06:00:00,360.0,1,-6.44,0.9673
177,PRD-000177,249,21,977.24,157.47,2024-11-10,2024-12-19,OnHold,High,2024-11-10,2024-12-18 06:00:00,0.0,0,-819.77,0.1611
178,PRD-000178,21,23,18.24,17.21,2023-09-06,2023-10-10,Completed,Medium,2023-09-06,2023-10-09 06:00:00,0.0,0,-1.03,0.9435
179,PRD-000179,232,7,101.7,55.84,2025-09-19,2025-10-22,OnHold,High,2025-09-19,2025-10-21 22:00:00,0.0,0,-45.86,0.5491
180,PRD-000180,225,37,915.4,329.92,2023-11-09,2023-11-24,OnHold,High,2023-11-09,2023-11-23 14:00:00,0.0,0,-585.48,0.3604
181,PRD-000181,173,36,266.12,95.97,2025-02-02,2025-02-14,InProgress,Critical,2025-02-02,2025-02-13 22:00:00,0.0,0,-170.15,0.3606
182,PRD-000182,139,16,726.21,654.25,2024-05-12,2024-06-12,Completed,Low,2024-05-12,2024-06-11 22:00:00,0.0,0,-71.96,0.9009
183,PRD-000183,184,2,593.56,0.0,2023-07-01,2023-08-15,Scheduled,Low,2023-07-01,2023-08-11 22:00:00,0.0,0,-593.56,0.0
184,PRD-000184,66,31,617.16,297.85,2025-09-16,2025-10-13,InProgress,Critical,2025-09-16,2025-10-11 06:00:00,0.0,0,-319.31,0.4826
185,PRD-000185,178,22,249.6,0.0,2024-12-15,2025-02-18,Scheduled,High,2024-12-15,2025-02-06 06:00:00,0.0,0,-249.6,0.0
186,PRD-000186,184,25,716.91,651.77,2025-09-19,2025-11-14,Completed,High,2025-09-19,2025-11-06 22:00:00,0.0,0,-65.14,0.9091
187,PRD-000187,30,19,207.28,129.86,2025-04-16,2025-05-16,InProgress,Low,2025-04-16,2025-05-12 06:00:00,0.0,0,-77.42,0.6265
188,PRD-000188,30,37,741.34,668.23,2023-04-05,2023-05-15,Completed,Medium,2023-04-05,2023-05-14 14:00:00,0.0,0,-73.11,0.9014
189,PRD-000189,16,38,255.89,0.0,2025-06-27,2025-07-24,Scheduled,Medium,2025-06-27,2025-07-21 06:00:00,0.0,0,-255.89,0.0
190,PRD-000190,174,9,222.26,206.05,2025-06-21,2025-07-21,Completed,Medium,2025-06-21,2025-07-06 14:00:00,0.0,0,-16.21,0.9271
191,PRD-000191,118,21,255.08,231.17,2024-10-02,2024-10-24,Completed,Low,2024-10-02,2024-10-16 14:00:00,0.0,0,-23.91,0.9063
192,PRD-000192,154,19,464.35,451.94,2025-10-01,2025-10-18,Completed,Low,2025-10-01,2025-10-18 06:00:00,360.0,1,-12.41,0.9733
193,PRD-000193,177,8,610.66,307.6,2024-12-09,2024-12-14,InProgress,Medium,2024-12-09,2024-12-12 22:00:00,0.0,0,-303.06,0.5037
194,PRD-000194,127,19,90.34,89.9,2025-06-21,2025-07-30,Completed,High,2025-06-21,2025-07-22 22:00:00,0.0,0,-0.44,0.9951
195,PRD-000195,240,15,840.11,823.74,2024-02-06,2024-03-12,Completed,High,2024-02-06,2024-03-10 06:00:00,0.0,0,-16.37,0.9805
196,PRD-000196,77,11,824.75,819.2,2023-02-25,2023-03-11,Completed,Critical,2023-02-25,2023-03-09 22:00:00,0.0,0,-5.55,0.9933
197,PRD-000197,90,26,548.81,504.92,2024-08-06,2024-08-30,Completed,Medium,2024-08-06,2024-08-19 22:00:00,0.0,0,-43.89,0.92
198,PRD-000198,180,36,620.62,338.69,2024-07-16,2024-08-06,OnHold,Medium,2024-07-16,2024-08-05 06:00:00,0.0,0,-281.93,0.5457
199,PRD-000199,240,20,740.54,0.0,2023-05-20,2023-06-29,Scheduled,Medium,2023-05-20,2023-06-22 22:00:00,0.0,0,-740.54,0.0
200,PRD-000200,230,10,526.23,477.21,2023-06-24,2023-07-05,Completed,Low,2023-06-24,2023-07-04 06:00:00,0.0,0,-49.02,0.9068
201,PRD-000201,186,37,377.4,0.0,2025-05-06,2025-05-21,Scheduled,Low,2025-05-06,2025-05-19 22:00:00,0.0,0,-377.4,0.0
202,PRD-000202,174,11,921.56,0.0,2025-04-16,2025-04-28,Cancelled,Critical,2025-04-16,2025-04-24 22:00:00,0.0,0,-921.56,0.0
203,PRD-000203,132,22,588.6,0.0,2023-04-13,2023-05-22,Scheduled,Medium,2023-04-13,2023-05-15 22:00:00,0.0,0,-588.6,0.0
204,PRD-000204,31,16,542.95,141.88,2025-10-29,2025-12-11,InProgress,Medium,2025-10-29,2025-12-07 06:00:00,0.0,0,-401.07,0.2613
205,PRD-000205,97,6,374.76,370.84,2023-11-19,2023-12-30,Completed,High,2023-11-19,2023-12-26 06:00:00,0.0,0,-3.92,0.9895
206,PRD-000206,114,24,669.8,655.56,2025-07-10,2025-08-23,Completed,Low,2025-07-10,2025-08-21 14:00:00,0.0,0,-14.24,0.9787
207,PRD-000207,131,15,459.8,442.8,2023-05-05,2023-05-15,Completed,Low,2023-05-05,2023-05-14 22:00:00,0.0,0,-17.0,0.963
208,PRD-000208,25,38,255.9,248.36,2024-09-02,2024-10-11,Completed,Low,2024-09-02,2024-10-02 14:00:00,0.0,0,-7.54,0.9705
209,PRD-000209,33,7,433.33,158.39,2024-05-30,2024-07-13,InProgress,Medium,2024-05-30,2024-07-06 22:00:00,0.0,0,-274.94,0.3655
210,PRD-000210,6,26,652.83,648.67,2025-01-30,2025-03-08,Completed,Medium,2025-01-30,2025-03-01 22:00:00,0.0,0,-4.16,0.9936
211,PRD-000211,150,35,73.37,72.08,2024-07-25,2024-08-30,Completed,High,2024-07-25,2024-08-29 06:00:00,0.0,0,-1.29,0.9824
212,PRD-000212,169,8,299.46,109.71,2025-04-21,2025-05-01,InProgress,Low,2025-04-21,2025-04-30 14:00:00,0.0,0,-189.75,0.3664
213,PRD-000213,32,3,31.69,29.48,2024-09-30,2024-11-02,Completed,Low,2024-09-30,2024-11-02 06:00:00,360.0,1,-2.21,0.9303
214,PRD-000214,9,6,507.6,67.87,2023-08-08,2023-09-03,OnHold,Critical,2023-08-08,2023-09-02 22:00:00,0.0,0,-439.73,0.1337
215,PRD-000215,242,1,496.18,325.63,2024-06-23,2024-07-19,InProgress,Low,2024-06-23,2024-07-19 06:00:00,360.0,1,-170.55,0.6563
216,PRD-000216,137,29,114.34,63.88,2023-02-19,2023-03-27,InProgress,Low,2023-02-19,2023-03-14 06:00:00,0.0,0,-50.46,0.5587
217,PRD-000217,91,39,415.57,0.0,2024-06-06,2024-06-29,Cancelled,Medium,2024-06-06,2024-06-21 22:00:00,0.0,0,-415.57,0.0
218,PRD-000218,10,13,658.62,0.0,2023-08-12,2023-08-21,Scheduled,Low,2023-08-12,2023-08-21 06:00:00,360.0,1,-658.62,0.0
219,PRD-000219,56,38,267.63,245.14,2025-06-30,2025-07-16,Completed,Medium,2025-06-30,2025-07-15 22:00:00,0.0,0,-22.49,0.916
220,PRD-000220,67,25,168.86,153.16,2023-05-17,2023-06-28,Completed,Medium,2023-05-17,2023-06-18 06:00:00,0.0,0,-15.7,0.907
221,PRD-000221,241,10,193.79,187.28,2023-06-23,2023-08-07,Completed,Medium,2023-06-23,2023-08-04 14:00:00,0.0,0,-6.51,0.9664
222,PRD-000222,50,24,882.87,866.46,2023-03-17,2023-04-06,Completed,Medium,2023-03-17,2023-04-05 22:00:00,0.0,0,-16.41,0.9814
223,PRD-000223,40,21,688.28,627.05,2024-11-20,2024-12-25,Completed,Critical,2024-11-20,2024-12-25 06:00:00,360.0,1,-61.23,0.911
224,PRD-000224,70,8,296.3,84.71,2024-04-06,2024-04-10,InProgress,Medium,2024-04-06,2024-04-09 22:00:00,0.0,0,-211.59,0.2859
225,PRD-000225,86,18,257.46,244.97,2024-12-29,2025-02-03,Completed,Low,2024-12-29,2025-02-01 14:00:00,0.0,0,-12.49,0.9515
226,PRD-000226,57,25,540.2,0.0,2025-04-29,2025-06-05,Cancelled,Critical,2025-04-29,2025-06-04 14:00:00,0.0,0,-540.2,0.0
227,PRD-000227,207,32,363.32,339.84,2025-04-13,2025-05-07,Completed,Low,2025-04-13,2025-05-03 06:00:00,0.0,0,-23.48,0.9354
228,PRD-000228,156,7,830.27,812.78,2024-01-07,2024-02-15,Completed,High,2024-01-07,2024-02-10 14:00:00,0.0,0,-17.49,0.9789
229,PRD-000229,174,35,314.72,312.01,2023-07-01,2023-07-28,Completed,Medium,2023-07-01,2023-07-26 22:00:00,0.0,0,-2.71,0.9914
230,PRD-000230,3,33,953.29,0.0,2025-07-28,2025-08-25,Scheduled,High,2025-07-28,2025-08-21 14:00:00,0.0,0,-953.29,0.0
231,PRD-000231,14,24,333.48,311.95,2024-12-01,2024-12-13,Completed,High,2024-12-01,2024-12-13 06:00:00,360.0,1,-21.53,0.9354
232,PRD-000232,113,23,510.58,507.57,2023-09-23,2023-11-03,Completed,High,2023-09-23,2023-11-02 14:00:00,0.0,0,-3.01,0.9941
233,PRD-000233,184,15,877.56,798.8,2024-06-18,2024-07-08,Completed,Medium,2024-06-18,2024-07-03 22:00:00,0.0,0,-78.76,0.9103
234,PRD-000234,24,6,398.8,172.29,2025-07-02,2025-07-24,InProgress,Low,2025-07-02,2025-07-23 06:00:00,0.0,0,-226.51,0.432
235,PRD-000235,74,36,508.1,0.0,2023-09-13,2023-09-27,Scheduled,Critical,2023-09-13,2023-09-24 06:00:00,0.0,0,-508.1,0.0
236,PRD-000236,131,9,201.92,199.07,2025-05-10,2025-05-13,Completed,Medium,2025-05-10,2025-05-12 22:00:00,0.0,0,-2.85,0.9859
237,PRD-000237,158,13,680.17,669.15,2024-07-02,2024-08-08,Completed,Critical,2024-07-02,2024-08-06 06:00:00,0.0,0,-11.02,0.9838
238,PRD-000238,63,34,860.18,838.53,2025-03-05,2025-04-04,Completed,High,2025-03-05,2025-04-04 06:00:00,360.0,1,-21.65,0.9748
239,PRD-000239,226,34,444.82,427.5,2023-02-15,2023-03-18,Completed,Critical,2023-02-15,2023-03-10 22:00:00,0.0,0,-17.32,0.9611
240,PRD-000240,244,4,168.76,163.25,2023-07-06,2023-08-01,Completed,Medium,2023-07-06,2023-08-01 06:00:00,360.0,1,-5.51,0.9674
241,PRD-000241,174,16,187.46,96.8,2024-02-08,2024-03-05,InProgress,High,2024-02-08,2024-02-25 06:00:00,0.0,0,-90.66,0.5164
242,PRD-000242,68,14,237.3,216.36,2025-06-25,2025-07-05,Completed,Low,2025-06-25,2025-07-04 06:00:00,0.0,0,-20.94,0.9118
243,PRD-000243,239,33,173.63,17.57,2024-11-03,2024-12-01,InProgress,High,2024-11-03,2024-11-30 14:00:00,0.0,0,-156.06,0.1012
244,PRD-000244,15,23,721.55,702.24,2023-02-07,2023-03-11,Completed,Low,2023-02-07,2023-03-08 14:00:00,0.0,0,-19.31,0.9732
245,PRD-000245,228,12,519.78,0.0,2024-05-05,2024-05-27,Scheduled,Medium,2024-05-05,2024-05-27 06:00:00,360.0,1,-519.78,0.0
246,PRD-000246,132,10,169.75,0.0,2023-01-10,2023-02-09,Scheduled,Medium,2023-01-10,2023-02-09 06:00:00,360.0,1,-169.75,0.0
247,PRD-000247,102,24,92.72,10.34,2025-08-30,2025-09-15,InProgress,Medium,2025-08-30,2025-09-13 22:00:00,0.0,0,-82.38,0.1115
248,PRD-000248,113,29,174.09,110.46,2024-04-01,2024-04-15,InProgress,Low,2024-04-01,2024-04-14 06:00:00,0.0,0,-63.63,0.6345
249,PRD-000249,73,3,249.12,0.0,2024-01-12,2024-02-22,Scheduled,Low,2024-01-12,2024-02-22 06:00:00,360.0,1,-249.12,0.0
250,PRD-000250,51,31,360.73,58.87,2024-03-24,2024-04-17,InProgress,Critical,2024-03-24,2024-04-16 14:00:00,0.0,0,-301.86,0.1632
251,PRD-000251,205,9,230.14,219.08,2025-11-12,2025-11-22,Completed,Medium,2025-11-12,2025-11-21 14:00:00,0.0,0,-11.06,0.9519
252,PRD-000252,216,25,611.68,151.21,2025-03-25,2025-04-22,OnHold,Low,2025-03-25,2025-04-03 06:00:00,0.0,0,-460.47,0.2472
253,PRD-000253,197,16,67.15,63.06,2025-10-16,2025-11-05,Completed,Low,2025-10-16,2025-10-31 14:00:00,0.0,0,-4.09,0.9391
254,PRD-000254,112,31,241.86,222.98,2025-06-02,2025-07-02,Completed,Medium,2025-06-02,2025-06-25 14:00:00,0.0,0,-18.88,0.9219
255,PRD-000255,131,12,960.26,451.11,2024-06-01,2024-07-01,InProgress,Low,2024-06-01,2024-06-21 14:00:00,0.0,0,-509.15,0.4698
256,PRD-000256,211,28,561.31,196.16,2025-03-27,2025-04-15,InProgress,Low,2025-03-27,2025-04-14 06:00:00,0.0,0,-365.15,0.3495
257,PRD-000257,47,13,434.65,414.7,2025-01-22,2025-01-31,Completed,Critical,2025-01-22,2025-01-31 06:00:00,360.0,1,-19.95,0.9541
258,PRD-000258,10,18,699.47,0.0,2024-09-21,2024-11-11,Scheduled,Critical,2024-09-21,2024-11-07 14:00:00,0.0,0,-699.47,0.0
259,PRD-000259,14,25,705.12,0.0,2025-09-16,2025-10-27,Scheduled,Medium,2025-09-16,2025-10-27 06:00:00,360.0,1,-705.12,0.0
260,PRD-000260,110,31,179.98,72.0,2023-11-23,2024-01-05,InProgress,Low,2023-11-23,2024-01-01 22:00:00,0.0,0,-107.98,0.4
261,PRD-000261,72,23,417.84,260.03,2024-03-30,2024-04-05,InProgress,High,2024-03-30,2024-04-05 06:00:00,360.0,1,-157.81,0.6223
262,PRD-000262,170,21,635.1,0.0,2023-09-21,2023-09-27,Scheduled,Low,2023-09-21,2023-09-27 06:00:00,360.0,1,-635.1,0.0
263,PRD-000263,126,24,537.18,90.91,2024-05-17,2024-07-07,InProgress,Medium,2024-05-17,2024-07-03 14:00:00,0.0,0,-446.27,0.1692
264,PRD-000264,190,24,609.58,103.83,2023-04-29,2023-06-22,InProgress,High,2023-04-29,2023-06-21 22:00:00,0.0,0,-505.75,0.1703
265,PRD-000265,54,38,343.83,314.36,2024-09-19,2024-10-30,Completed,Medium,2024-09-19,2024-10-16 22:00:00,0.0,0,-29.47,0.9143
266,PRD-000266,11,38,695.15,639.97,2025-08-02,2025-08-13,Completed,Critical,2025-08-02,2025-08-13 06:00:00,360.0,1,-55.18,0.9206
267,PRD-000267,26,5,397.94,393.79,2025-07-30,2025-08-14,Completed,Critical,2025-07-30,2025-08-13 06:00:00,0.0,0,-4.15,0.9896
268,PRD-000268,52,35,212.27,0.0,2024-10-21,2024-11-12,Cancelled,High,2024-10-21,2024-11-11 06:00:00,0.0,0,-212.27,0.0
269,PRD-000269,229,36,512.73,482.95,2023-02-16,2023-03-03,Completed,Critical,2023-02-16,2023-03-02 06:00:00,0.0,0,-29.78,0.9419
270,PRD-000270,112,5,27.94,0.0,2025-08-11,2025-09-11,Scheduled,Medium,2025-08-11,2025-09-10 22:00:00,0.0,0,-27.94,0.0
271,PRD-000271,71,9,794.83,112.41,2024-07-11,2024-08-15,InProgress,Medium,2024-07-11,2024-08-11 22:00:00,0.0,0,-682.42,0.1414
272,PRD-000272,190,26,479.51,458.44,2025-10-14,2025-10-20,Completed,Medium,2025-10-14,2025-10-19 22:00:00,0.0,0,-21.07,0.9561
273,PRD-000273,193,33,632.14,324.4,2024-07-21,2024-08-25,InProgress,Medium,2024-07-21,2024-08-24 14:00:00,0.0,0,-307.74,0.5132
274,PRD-000274,1,11,260.74,27.64,2025-04-10,2025-05-08,InProgress,Medium,2025-04-10,2025-05-04 06:00:00,0.0,0,-233.1,0.106
275,PRD-000275,117,33,726.21,692.49,2024-09-22,2024-09-25,Completed,High,2024-09-22,2024-09-25 06:00:00,360.0,1,-33.72,0.9536
276,PRD-000276,69,36,837.76,496.65,2024-07-13,2024-08-04,InProgress,Low,2024-07-13,2024-07-31 06:00:00,0.0,0,-341.11,0.5928
277,PRD-000277,38,18,844.89,0.0,2023-08-27,2023-10-03,Scheduled,Critical,2023-08-27,2023-10-03 06:00:00,360.0,1,-844.89,0.0
278,PRD-000278,211,14,490.24,147.16,2023-10-16,2023-10-22,InProgress,Medium,2023-10-16,2023-10-21 22:00:00,0.0,0,-343.08,0.3002
279,PRD-000279,84,6,793.64,0.0,2023-01-02,2023-01-27,Cancelled,Critical,2023-01-02,2023-01-23 06:00:00,0.0,0,-793.64,0.0
280,PRD-000280,157,19,456.78,419.48,2025-07-30,2025-08-18,Completed,Medium,2025-07-30,2025-08-18 06:00:00,360.0,1,-37.3,0.9183
281,PRD-000281,248,18,856.42,539.15,2023-03-02,2023-03-05,InProgress,Low,2023-03-02,2023-03-05 06:00:00,360.0,1,-317.27,0.6295
282,PRD-000282,241,38,471.65,68.59,2025-10-31,2025-12-07,OnHold,Low,2025-10-31,2025-12-06 14:00:00,0.0,0,-403.06,0.1454
283,PRD-000283,161,39,393.95,229.33,2025-03-05,2025-04-01,InProgress,Medium,2025-03-05,2025-03-26 22:00:00,0.0,0,-164.62,0.5821
284,PRD-000284,162,26,902.76,200.49,2025-05-19,2025-06-05,InProgress,Low,2025-05-19,2025-06-04 14:00:00,0.0,0,-702.27,0.2221
285,PRD-000285,24,32,76.3,47.8,2023-09-04,2023-10-04,OnHold,Low,2023-09-04,2023-10-02 22:00:00,0.0,0,-28.5,0.6265
286,PRD-000286,187,12,395.51,377.39,2023-07-17,2023-07-31,Completed,Medium,2023-07-17,2023-07-30 22:00:00,0.0,0,-18.12,0.9542
287,PRD-000287,176,39,968.39,878.0,2023-01-23,2023-02-05,Completed,Low,2023-01-23,2023-02-05 06:00:00,360.0,1,-90.39,0.9067
288,PRD-000288,249,26,651.83,94.17,2023-06-02,2023-07-02,OnHold,Low,2023-06-02,2023-07-01 22:00:00,0.0,0,-557.66,0.1445
289,PRD-000289,6,8,381.71,374.22,2024-07-15,2024-07-18,Completed,High,2024-07-15,2024-07-18 06:00:00,360.0,1,-7.49,0.9804
290,PRD-000290,198,6,439.14,0.0,2025-03-24,2025-05-07,Scheduled,Medium,2025-03-24,2025-04-28 14:00:00,0.0,0,-439.14,0.0
291,PRD-000291,28,35,997.21,0.0,2025-09-26,2025-11-11,Cancelled,High,2025-09-26,2025-10-31 14:00:00,0.0,0,-997.21,0.0
292,PRD-000292,145,29,563.47,525.22,2023-12-27,2024-01-04,Completed,High,2023-12-27,2024-01-03 22:00:00,0.0,0,-38.25,0.9321
293,PRD-000293,69,35,227.91,213.11,2023-11-24,2024-01-02,Completed,Low,2023-11-24,2024-01-01 06:00:00,0.0,0,-14.8,0.9351
294,PRD-000294,227,27,378.81,0.0,2025-05-28,2025-06-06,Scheduled,Low,2025-05-28,2025-06-04 06:00:00,0.0,0,-378.81,0.0
295,PRD-000295,91,19,78.03,73.11,2025-08-29,2025-09-02,Completed,Low,2025-08-29,2025-09-02 06:00:00,360.0,1,-4.92,0.9369
296,PRD-000296,231,8,469.6,456.58,2025-07-25,2025-08-21,Completed,Medium,2025-07-25,2025-08-17 22:00:00,0.0,0,-13.02,0.9723
297,PRD-000297,158,22,660.16,640.93,2025-11-21,2025-12-22,Completed,Low,2025-11-21,2025-12-15 06:00:00,0.0,0,-19.23,0.9709
298,PRD-000298,46,28,18.28,16.85,2025-09-10,2025-09-18,Completed,Medium,2025-09-10,2025-09-16 14:00:00,0.0,0,-1.43,0.9218
299,PRD-000299,74,23,665.07,630.75,2024-09-30,2024-11-13,Completed,High,2024-09-30,2024-10-25 22:00:00,0.0,0,-34.32,0.9484
300,PRD-000300,208,5,15.26,8.89,2023-10-16,2023-11-19,OnHold,High,2023-10-16,2023-10-29 22:00:00,0.0,0,-6.37,0.5826
301,PRD-000301,38,25,775.08,0.0,2025-07-06,2025-07-18,Scheduled,Medium,2025-07-06,2025-07-16 22:00:00,0.0,0,-775.08,0.0
302,PRD-000302,110,18,552.93,0.0,2025-04-28,2025-05-31,Scheduled,Low,2025-04-28,2025-05-31 06:00:00,360.0,1,-552.93,0.0
303,PRD-000303,82,32,75.8,74.03,2023-12-11,2023-12-22,Completed,Medium,2023-12-11,2023-12-21 22:00:00,0.0,0,-1.77,0.9766
304,PRD-000304,36,16,587.88,575.06,2025-01-08,2025-02-06,Completed,Medium,2025-01-08,2025-02-05 06:00:00,0.0,0,-12.82,0.9782
305,PRD-000305,211,15,754.23,739.37,2024-08-08,2024-09-14,Completed,Medium,2024-08-08,2024-09-10 22:00:00,0.0,0,-14.86,0.9803
306,PRD-000306,208,15,522.83,477.88,2024-09-10,2024-10-09,Completed,High,2024-09-10,2024-10-08 06:00:00,0.0,0,-44.95,0.914
307,PRD-000307,93,36,674.45,318.53,2023-09-08,2023-09-11,OnHold,Medium,2023-09-08,2023-09-11 06:00:00,360.0,1,-355.92,0.4723
308,PRD-000308,218,9,744.83,683.0,2023-05-23,2023-06-18,Completed,Medium,2023-05-23,2023-06-17 14:00:00,0.0,0,-61.83,0.917
309,PRD-000309,63,14,203.03,128.77,2023-06-03,2023-07-11,OnHold,High,2023-06-03,2023-07-10 14:00:00,0.0,0,-74.26,0.6342
310,PRD-000310,7,28,752.48,745.57,2023-03-01,2023-03-21,Completed,Medium,2023-03-01,2023-03-21 06:00:00,360.0,1,-6.91,0.9908
311,PRD-000311,153,11,761.13,730.47,2025-01-16,2025-03-02,Completed,Low,2025-01-16,2025-02-26 22:00:00,0.0,0,-30.66,0.9597
312,PRD-000312,213,27,657.59,0.0,2024-01-24,2024-02-01,Scheduled,Low,2024-01-24,2024-02-01 06:00:00,360.0,1,-657.59,0.0
313,PRD-000313,77,31,890.24,852.74,2023-07-14,2023-07-25,Completed,Medium,2023-07-14,2023-07-24 14:00:00,0.0,0,-37.5,0.9579
314,PRD-000314,40,4,636.07,123.33,2023-12-26,2024-02-08,InProgress,High,2023-12-26,2024-02-06 22:00:00,0.0,0,-512.74,0.1939
315,PRD-000315,214,28,479.18,0.0,2023-02-04,2023-02-18,Scheduled,High,2023-02-04,2023-02-15 14:00:00,0.0,0,-479.18,0.0
316,PRD-000316,147,33,719.23,188.85,2025-07-21,2025-08-28,InProgress,Medium,2025-07-21,2025-08-26 14:00:00,0.0,0,-530.38,0.2626
317,PRD-000317,97,9,210.23,0.0,2023-08-31,2023-09-13,Scheduled,High,2023-08-31,2023-09-12 06:00:00,0.0,0,-210.23,0.0
318,PRD-000318,191,36,320.69,78.54,2024-03-02,2024-03-08,InProgress,Medium,2024-03-02,2024-03-07 06:00:00,0.0,0,-242.15,0.2449
319,PRD-000319,104,25,222.76,209.95,2023-03-24,2023-04-25,Completed,Low,2023-03-24,2023-04-24 14:00:00,0.0,0,-12.81,0.9425
320,PRD-000320,27,5,908.76,367.35,2025-05-05,2025-06-18,InProgress,Medium,2025-05-05,2025-06-14 06:00:00,0.0,0,-541.41,0.4042
321,PRD-000321,28,5,196.04,28.66,2025-04-09,2025-05-17,InProgress,Low,2025-04-09,2025-05-09 22:00:00,0.0,0,-167.38,0.1462
322,PRD-000322,238,3,699.19,230.51,2023-01-12,2023-02-03,InProgress,Low,2023-01-12,2023-02-02 14:00:00,0.0,0,-468.68,0.3297
323,PRD-000323,203,31,823.61,795.57,2023-04-01,2023-05-10,Completed,Low,2023-04-01,2023-05-09 06:00:00,0.0,0,-28.04,0.966
324,PRD-000324,246,26,798.28,740.16,2023-12-02,2024-01-09,Completed,Medium,2023-12-02,2024-01-05 14:00:00,0.0,0,-58.12,0.9272
325,PRD-000325,180,7,695.44,0.0,2023-12-01,2023-12-29,Cancelled,Medium,2023-12-01,2023-12-25 14:00:00,0.0,0,-695.44,0.0
326,PRD-000326,204,25,271.42,0.0,2025-08-12,2025-09-25,Scheduled,Medium,2025-08-12,2025-09-21 14:00:00,0.0,0,-271.42,0.0
327,PRD-000327,119,6,939.68,452.76,2025-07-14,2025-07-19,InProgress,High,2025-07-14,2025-07-19 06:00:00,360.0,1,-486.92,0.4818
328,PRD-000328,168,10,331.27,307.07,2023-04-10,2023-04-27,Completed,High,2023-04-10,2023-04-26 06:00:00,0.0,0,-24.2,0.9269
329,PRD-000329,167,34,199.02,192.94,2023-06-21,2023-07-26,Completed,Critical,2023-06-21,2023-07-24 06:00:00,0.0,0,-6.08,0.9695
330,PRD-000330,220,28,226.53,217.36,2023-12-30,2024-01-10,Completed,Low,2023-12-30,2024-01-10 06:00:00,360.0,1,-9.17,0.9595
331,PRD-000331,156,5,271.99,0.0,2025-01-29,2025-02-25,Cancelled,Critical,2025-01-29,2025-02-24 14:00:00,0.0,0,-271.99,0.0
332,PRD-000332,223,20,665.35,0.0,2024-08-26,2024-10-04,Scheduled,Medium,2024-08-26,2024-10-02 14:00:00,0.0,0,-665.35,0.0
