ProductionOrderID,ProductionOrderNumber,ItemID,CustomerID,PlannedQuantity,ActualQuantity,ScheduledStartDate,ScheduledEndDate,Status,Priority,CreatedAt,ActualFinishTime,ProductionDelayMinutes,IsDelayed,QuantityVariance,CompletionRate
333,PRD-000333,44,19,816.79,798.66,2025-10-28,2025-11-05,Completed,Low,2025-10-28,2025-11-04 14:00:00,0.0,0,-18.13,0.9778
334,PRD-000334,182,30,763.24,0.0,2023-10-26,2023-11-21,Scheduled,Medium,2023-10-26,2023-11-20 06:00:00,0.0,0,-763.24,0.0
335,PRD-000335,237,9,195.85,178.0,2024-05-19,2024-06-07,Completed,Critical,2024-05-19,2024-06-07 06:00:00,360.0,1,-17.85,0.9089
336,PRD-000336,220,40,701.96,657.62,2025-10-31,2025-12-18,Completed,Critical,2025-10-31,2025-12-09 06:00:00,0.0,0,-44.34,0.9368
337,PRD-000337,81,24,438.02,395.58,2023-05-18,2023-06-13,Completed,Low,2023-05-18,2023-06-12 06:00:00,0.0,0,-42.44,0.9031
338,PRD-000338,175,3,266.98,32.09,2024-03-16,2024-04-16,OnHold,Medium,2024-03-16,2024-04-12 22:00:00,0.0,0,-234.89,0.1202
339,PRD-000339,40,7,880.39,813.78,2024-11-16,2024-12-04,Completed,Medium,2024-11-16,2024-12-03 14:00:00,0.0,0,-66.61,0.9243
340,PRD-000340,224,30,561.76,69.31,2023-06-18,2023-07-16,InProgress,High,2023-06-18,2023-07-09 22:00:00,0.0,0,-492.45,0.1234
341,PRD-000341,120,7,670.18,196.91,2024-01-07,2024-02-08,OnHold,Low,2024-01-07,2024-02-07 06:00:00,0.0,0,-473.27,0.2938
342,PRD-000342,85,5,898.94,568.91,2025-02-18,2025-03-18,InProgress,Medium,2025-02-18,2025-03-13 14:00:00,0.0,0,-330.03,0.6329
343,PRD-000343,30,18,332.04,328.75,2025-11-27,2025-12-31,Completed,Medium,2025-11-27,2025-12-24 14:00:00,0.0,0,-3.29,0.9901
344,PRD-000344,9,39,996.2,592.99,2024-08-03,2024-09-16,InProgress,High,2024-08-03,2024-09-13 22:00:00,0.0,0,-403.21,0.5953
345,PRD-000345,55,4,846.42,0.0,2023-03-08,2023-04-03,Cancelled,Low,2023-03-08,2023-04-01 14:00:00,0.0,0,-846.42,0.0
346,PRD-000346,22,10,256.52,245.66,2023-01-25,2023-02-24,Completed,Low,2023-01-25,2023-02-17 14:00:00,0.0,0,-10.86,0.9577
347,PRD-000347,108,34,76.58,69.65,2024-03-07,2024-03-29,Completed,Low,2024-03-07,2024-03-23 22:00:00,0.0,0,-6.93,0.9095
348,PRD-000348,231,28,998.9,0.0,2025-08-09,2025-08-23,Scheduled,Medium,2025-08-09,2025-08-21 06:00:00,0.0,0,-998.9,0.0
349,PRD-000349,124,31,333.37,182.99,2025-03-13,2025-03-26,OnHold,Medium,2025-03-13,2025-03-23 06:00:00,0.0,0,-150.38,0.5489
350,PRD-000350,100,1,808.6,797.12,2025-04-14,2025-05-14,Completed,Medium,2025-04-14,2025-05-11 06:00:00,0.0,0,-11.48,0.9858
351,PRD-000351,211,21,997.65,244.32,2025-08-09,2025-09-02,InProgress,Low,2025-08-09,2025-09-01 22:00:00,0.0,0,-753.33,0.2449
352,PRD-000352,203,27,49.95,17.32,2025-08-12,2025-08-24,InProgress,Medium,2025-08-12,2025-08-24 06:00:00,360.0,1,-32.63,0.3467
353,PRD-000353,163,29,138.78,15.75,2025-02-08,2025-03-11,OnHold,Medium,2025-02-08,2025-03-11 06:00:00,360.0,1,-123.03,0.1135
354,PRD-000354,108,35,366.82,0.0,2024-09-07,2024-09-12,Cancelled,High,2024-09-07,2024-09-11 14:00:00,0.0,0,-366.82,0.0
355,PRD-000355,249,37,785.9,0.0,2024-10-02,2024-10-18,Cancelled,Critical,2024-10-02,2024-10-16 06:00:00,0.0,0,-785.9,0.0
356,PRD-000356,223,8,570.52,531.31,2024-01-30,2024-03-10,Completed,High,2024-01-30,2024-03-04 06:00:00,0.0,0,-39.21,0.9313
357,PRD-000357,213,35,657.8,607.28,2024-11-22,2024-12-24,Completed,Medium,2024-11-22,2024-12-23 14:00:00,0.0,0,-50.52,0.9232
358,PRD-000358,96,12,24.24,23.67,2025-11-03,2025-12-07,Completed,Medium,2025-11-03,2025-12-05 22:00:00,0.0,0,-0.57,0.9765
359,PRD-000359,177,28,627.51,612.59,2023-06-23,2023-07-23,Completed,Medium,2023-06-23,2023-07-20 22:00:00,0.0,0,-14.92,0.9762
360,PRD-000360,27,6,48.55,47.76,2025-01-17,2025-01-26,Completed,Medium,2025-01-17,2025-01-26 06:00:00,360.0,1,-0.79,0.9837
361,PRD-000361,129,38,623.33,596.12,2024-10-18,2024-11-24,Completed,High,2024-10-18,2024-11-24 06:00:00,360.0,1,-27.21,0.9563
362,PRD-000362,142,25,628.37,619.85,2024-12-12,2025-01-10,Completed,Low,2024-12-12,2025-01-08 14:00:00,0.0,0,-8.52,0.9864
363,PRD-000363,119,27,591.07,566.3,2025-07-01,2025-07-11,Completed,Critical,2025-07-01,2025-07-08 06:00:00,0.0,0,-24.77,0.9581
364,PRD-000364,130,19,990.77,966.67,2024-11-17,2024-12-31,Completed,Medium,2024-11-17,2024-12-23 22:00:00,0.0,0,-24.1,0.9757
365,PRD-000365,107,16,447.87,434.77,2024-12-02,2024-12-24,Completed,Low,2024-12-02,2024-12-24 06:00:00,360.0,1,-13.1,0.9708
366,PRD-000366,216,34,395.34,364.85,2025-08-26,2025-09-09,Completed,High,2025-08-26,2025-09-04 06:00:00,0.0,0,-30.49,0.9229
367,PRD-000367,250,26,600.88,394.72,2024-09-30,2024-11-11,InProgress,Low,2024-09-30,2024-11-09 22:00:00,0.0,0,-206.16,0.6569
368,PRD-000368,33,25,929.85,868.66,2024-11-17,2024-11-23,Completed,Critical,2024-11-17,2024-11-22 14:00:00,0.0,0,-61.19,0.9342
369,PRD-000369,26,9,532.4,490.43,2023-07-05,2023-07-28,Completed,Medium,2023-07-05,2023-07-27 14:00:00,0.0,0,-41.97,0.9212
370,PRD-000370,67,36,995.67,993.79,2024-11-03,2024-12-01,Completed,Low,2024-11-03,2024-11-29 14:00:00,0.0,0,-1.88,0.9981
371,PRD-000371,198,38,653.01,0.0,2023-12-10,2024-01-05,Scheduled,Low,2023-12-10,2024-01-05 06:00:00,360.0,1,-653.01,0.0
372,PRD-000372,98,2,806.37,0.0,2024-10-20,2024-11-26,Scheduled,High,2024-10-20,2024-11-23 14:00:00,0.0,0,-806.37,0.0
373,PRD-000373,48,16,717.95,688.74,2023-05-20,2023-06-21,Completed,High,2023-05-20,2023-06-19 14:00:00,0.0,0,-29.21,0.9593
374,PRD-000374,200,25,62.81,23.42,2023-08-25,2023-09-09,InProgress,High,2023-08-25,2023-09-08 22:00:00,0.0,0,-39.39,0.3729
375,PRD-000375,164,38,678.04,656.18,2024-12-03,2025-01-01,Completed,High,2024-12-03,2024-12-31 22:00:00,0.0,0,-21.86,0.9678
376,PRD-000376,230,12,379.39,252.3,2023-04-29,2023-06-18,InProgress,Low,2023-04-29,2023-06-17 06:00:00,0.0,0,-127.09,0.665
377,PRD-000377,26,32,175.68,70.31,2024-06-10,2024-07-06,InProgress,High,2024-06-10,2024-07-03 06:00:00,0.0,0,-105.37,0.4002
378,PRD-000378,176,27,693.98,0.0,2024-03-16,2024-04-19,Scheduled,Medium,2024-03-16,2024-04-17 22:00:00,0.0,0,-693.98,0.0
379,PRD-000379,3,12,700.16,342.51,2023-11-30,2023-12-31,InProgress,High,2023-11-30,2023-12-25 22:00:00,0.0,0,-357.65,0.4892
380,PRD-000380,124,40,282.54,0.0,2024-11-03,2024-11-23,Cancelled,Medium,2024-11-03,2024-11-20 22:00:00,0.0,0,-282.54,0.0
381,PRD-000381,50,39,164.64,79.28,2023-01-06,2023-02-11,OnHold,Low,2023-01-06,2023-02-08 06:00:00,0.0,0,-85.36,0.4815
382,PRD-000382,94,8,603.31,125.26,2023-01-25,2023-03-01,InProgress,High,2023-01-25,2023-02-27 22:00:00,0.0,0,-478.05,0.2076
383,PRD-000383,241,9,708.09,669.51,2023-02-01,2023-02-12,Completed,Medium,2023-02-01,2023-02-10 22:00:00,0.0,0,-38.58,0.9455
384,PRD-000384,76,30,671.08,660.17,2024-05-27,2024-06-04,Completed,High,2024-05-27,2024-06-01 22:00:00,0.0,0,-10.91,0.9837
385,PRD-000385,65,12,178.03,19.85,2024-06-12,2024-07-17,OnHold,Low,2024-06-12,2024-07-12 22:00:00,0.0,0,-158.18,0.1115
386,PRD-000386,204,38,781.31,0.0,2025-06-20,2025-07-10,Scheduled,Medium,2025-06-20,2025-07-08 06:00:00,0.0,0,-781.31,0.0
387,PRD-000387,153,18,613.6,595.17,2025-04-25,2025-05-29,Completed,High,2025-04-25,2025-05-29 06:00:00,360.0,1,-18.43,0.97
388,PRD-000388,91,24,839.77,488.48,2024-10-25,2024-12-05,InProgress,High,2024-10-25,2024-11-30 06:00:00,0.0,0,-351.29,0.5817
389,PRD-000389,65,38,961.31,0.0,2025-05-22,2025-06-28,Cancelled,Medium,2025-05-22,2025-06-27 14:00:00,0.0,0,-961.31,0.0
390,PRD-000390,102,2,540.58,512.93,2024-10-05,2024-11-18,Completed,Low,2024-10-05,2024-11-17 06:00:00,0.0,0,-27.65,0.9489
391,PRD-000391,19,14,407.87,373.35,2025-05-11,2025-06-10,Completed,High,2025-05-11,2025-06-02 06:00:00,0.0,0,-34.52,0.9154
392,PRD-000392,184,22,576.88,535.17,2024-02-01,2024-03-10,Completed,Low,2024-02-01,2024-03-01 14:00:00,0.0,0,-41.71,0.9277
393,PRD-000393,99,19,922.09,883.66,2024-08-27,2024-09-19,Completed,Medium,2024-08-27,2024-09-19 06:00:00,360.0,1,-38.43,0.9583
394,PRD-000394,243,5,596.91,558.4,2024-07-15,2024-07-24,Completed,Medium,2024-07-15,2024-07-24 06:00:00,360.0,1,-38.51,0.9355
395,PRD-000395,51,4,61.47,7.32,2024-11-19,2024-12-19,InProgress,High,2024-11-19,2024-12-17 06:00:00,0.0,0,-54.15,0.1191
396,PRD-000396,44,39,429.1,0.0,2024-06-15,2024-07-05,Scheduled,Medium,2024-06-15,2024-07-01 14:00:00,0.0,0,-429.1,0.0
397,PRD-000397,220,37,93.72,90.04,2024-02-12,2024-03-27,Completed,Critical,2024-02-12,2024-03-24 22:00:00,0.0,0,-3.68,0.9607
398,PRD-000398,137,34,882.16,0.0,2025-08-28,2025-10-05,Scheduled,Low,2025-08-28,2025-10-05 06:00:00,360.0,1,-882.16,0.0
399,PRD-000399,107,20,884.09,853.95,2024-11-17,2024-11-24,Completed,Medium,2024-11-17,2024-11-24 06:00:00,360.0,1,-30.14,0.9659
400,PRD-000400,13,26,219.12,216.12,2025-03-13,2025-04-25,Completed,Medium,2025-03-13,2025-04-24 14:00:00,0.0,0,-3.0,0.9863
401,PRD-000401,32,24,887.23,0.0,2025-11-13,2025-12-17,Cancelled,Critical,2025-11-13,2025-12-14 14:00:00,0.0,0,-887.23,0.0
402,PRD-000402,83,28,204.69,0.0,2023-04-20,2023-05-12,Scheduled,Low,2023-04-20,2023-05-11 22:00:00,0.0,0,-204.69,0.0
403,PRD-000403,2,4,740.05,687.25,2023-04-04,2023-04-30,Completed,Medium,2023-04-04,2023-04-27 14:00:00,0.0,0,-52.8,0.9287
404,PRD-000404,85,40,804.61,0.0,2025-04-15,2025-05-09,Scheduled,High,2025-04-15,2025-04-30 22:00:00,0.0,0,-804.61,0.0
405,PRD-000405,31,9,997.27,900.54,2024-02-09,2024-02-22,Completed,Medium,2024-02-09,2024-02-16 06:00:00,0.0,0,-96.73,0.903
406,PRD-000406,106,29,898.39,0.0,2023-06-07,2023-07-17,Cancelled,High,2023-06-07,2023-07-08 22:00:00,0.0,0,-898.39,0.0
407,PRD-000407,250,18,626.4,624.73,2024-07-09,2024-07-27,Completed,Medium,2024-07-09,2024-07-26 14:00:00,0.0,0,-1.67,0.9973
408,PRD-000408,91,36,470.36,463.18,2025-02-17,2025-03-20,Completed,High,2025-02-17,2025-03-18 22:00:00,0.0,0,-7.18,0.9847
409,PRD-000409,20,5,71.77,21.61,2023-09-16,2023-10-30,InProgress,Critical,2023-09-16,2023-10-27 22:00:00,0.0,0,-50.16,0.3011
410,PRD-000410,99,13,76.35,76.16,2023-03-06,2023-03-09,Completed,Medium,2023-03-06,2023-03-09 06:00:00,360.0,1,-0.19,0.9975
411,PRD-000411,81,20,818.8,806.73,2023-12-29,2024-02-07,Completed,High,2023-12-29,2024-02-04 22:00:00,0.0,0,-12.07,0.9853
412,PRD-000412,94,25,938.59,141.79,2024-11-28,2025-01-11,InProgress,Critical,2024-11-28,2025-01-08 06:00:00,0.0,0,-796.8,0.1511
413,PRD-000413,18,18,391.74,355.35,2025-07-13,2025-08-17,Completed,Medium,2025-07-13,2025-08-12 22:00:00,0.0,0,-36.39,0.9071
414,PRD-000414,225,7,218.69,0.0,2024-12-31,2025-02-08,Scheduled,High,2024-12-31,2025-02-06 14:00:00,0.0,0,-218.69,0.0
415,PRD-000415,170,34,237.07,0.0,2023-09-14,2023-10-16,Scheduled,Medium,2023-09-14,2023-10-10 14:00:00,0.0,0,-237.07,0.0
416,PRD-000416,102,33,474.42,123.89,2023-10-10,2023-12-05,InProgress,Medium,2023-10-10,2023-11-28 22:00:00,0.0,0,-350.53,0.2611
417,PRD-000417,167,25,109.97,0.0,2023-12-22,2024-01-22,Scheduled,High,2023-12-22,2024-01-18 14:00:00,0.0,0,-109.97,0.0
418,PRD-000418,71,34,175.82,33.12,2024-03-26,2024-04-16,InProgress,Medium,2024-03-26,2024-04-14 22:00:00,0.0,0,-142.7,0.1884
419,PRD-000419,246,8,973.35,949.92,2024-07-06,2024-07-15,Completed,Low,2024-07-06,2024-07-14 22:00:00,0.0,0,-23.43,0.9759
420,PRD-000420,137,7,968.08,352.23,2023-02-26,2023-03-03,InProgress,Medium,2023-02-26,2023-03-02 22:00:00,0.0,0,-615.85,0.3638
421,PRD-000421,188,18,285.58,0.0,2025-07-28,2025-08-25,Scheduled,Medium,2025-07-28,2025-08-24 22:00:00,0.0,0,-285.58,0.0
422,PRD-000422,153,19,800.31,236.69,2023-07-02,2023-07-18,InProgress,High,2023-07-02,2023-07-16 06:00:00,0.0,0,-563.62,0.2957
423,PRD-000423,190,20,306.39,282.87,2023-04-11,2023-05-16,Completed,High,2023-04-11,2023-05-15 14:00:00,0.0,0,-23.52,0.9232
424,PRD-000424,48,22,138.38,0.0,2025-01-02,2025-01-15,Scheduled,High,2025-01-02,2025-01-15 06:00:00,360.0,1,-138.38,0.0
425,PRD-000425,6,12,263.9,246.89,2023-06-01,2023-06-04,Completed,Critical,2023-06-01,2023-06-03 14:00:00,0.0,0,-17.01,0.9355
426,PRD-000426,153,23,677.25,93.15,2025-07-27,2025-08-09,OnHold,Critical,2025-07-27,2025-08-09 06:00:00,360.0,1,-584.1,0.1375
427,PRD-000427,12,2,218.4,214.23,2024-09-13,2024-10-17,Completed,Medium,2024-09-13,2024-10-13 22:00:00,0.0,0,-4.17,0.9809
428,PRD-000428,38,7,155.45,47.5,2025-11-20,2025-12-07,InProgress,Low,2025-11-20,2025-12-07 06:00:00,360.0,1,-107.95,0.3056
429,PRD-000429,140,17,866.01,792.83,2025-05-06,2025-05-30,Completed,High,2025-05-06,2025-05-28 06:00:00,0.0,0,-73.18,0.9155
430,PRD-000430,86,34,91.91,35.91,2023-09-28,2023-11-15,InProgress,High,2023-09-28,2023-11-08 22:00:00,0.0,0,-56.0,0.3907
431,PRD-000431,133,2,309.4,135.53,2025-07-01,2025-08-11,InProgress,Low,2025-07-01,2025-08-06 06:00:00,0.0,0,-173.87,0.438
432,PRD-000432,128,2,805.77,0.0,2024-03-12,2024-03-29,Scheduled,Low,2024-03-12,2024-03-25 14:00:00,0.0,0,-805.77,0.0
433,PRD-000433,50,25,145.78,139.67,2025-02-28,2025-03-30,Completed,Medium,2025-02-28,2025-03-30 06:00:00,360.0,1,-6.11,0.9581
434,PRD-000434,116,34,510.45,95.17,2025-10-25,2025-12-07,OnHold,Low,2025-10-25,2025-11-30 22:00:00,0.0,0,-415.28,0.1864
435,PRD-000435,107,18,627.76,582.16,2025-08-27,2025-09-21,Completed,Medium,2025-08-27,2025-09-20 22:00:00,0.0,0,-45.6,0.9274
436,PRD-000436,32,28,492.96,447.72,2023-02-13,2023-03-21,Completed,High,2023-02-13,2023-03-20 14:00:00,0.0,0,-45.24,0.9082
437,PRD-000437,128,10,464.99,0.0,2024-08-26,2024-09-20,Cancelled,Medium,2024-08-26,2024-09-19 22:00:00,0.0,0,-464.99,0.0
438,PRD-000438,78,32,313.4,307.83,2023-06-09,2023-06-30,Completed,Medium,2023-06-09,2023-06-28 22:00:00,0.0,0,-5.57,0.9822
439,PRD-000439,212,38,66.41,23.32,2025-05-01,2025-05-04,InProgress,Low,2025-05-01,2025-05-04 06:00:00,360.0,1,-43.09,0.3512
440,PRD-000440,1,4,463.85,451.09,2024-06-04,2024-06-07,Completed,Medium,2024-06-04,2024-06-07 06:00:00,360.0,1,-12.76,0.9725
441,PRD-000441,246,36,578.54,559.29,2024-01-08,2024-01-29,Completed,Low,2024-01-08,2024-01-27 22:00:00,0.0,0,-19.25,0.9667
442,PRD-000442,236,6,779.28,768.54,2023-04-02,2023-05-03,Completed,Medium,2023-04-02,2023-04-25 06:00:00,0.0,0,-10.74,0.9862
443,PRD-000443,99,28,320.74,305.92,2023-02-04,2023-03-01,Completed,Medium,2023-02-04,2023-02-28 22:00:00,0.0,0,-14.82,0.9538
444,PRD-000444,45,37,841.71,840.82,2025-08-20,2025-09-08,Completed,Medium,2025-08-20,2025-09-06 14:00:00,0.0,0,-0.89,0.9989
445,PRD-000445,107,36,890.62,287.56,2025-07-21,2025-09-10,InProgress,Low,2025-07-21,2025-09-05 14:00:00,0.0,0,-603.06,0.3229
446,PRD-000446,140,12,203.21,192.83,2023-11-21,2023-12-13,Completed,Medium,2023-11-21,2023-12-13 06:00:00,360.0,1,-10.38,0.9489
447,PRD-000447,129,23,744.23,706.47,2025-07-21,2025-09-08,Completed,Medium,2025-07-21,2025-09-06 14:00:00,0.0,0,-37.76,0.9493
448,PRD-000448,234,36,488.35,480.45,2024-03-31,2024-04-29,Completed,Low,2024-03-31,2024-04-25 22:00:00,0.0,0,-7.9,0.9838
449,PRD-000449,78,16,367.79,362.63,2025-03-27,2025-04-04,Completed,Medium,2025-03-27,2025-04-03 06:00:00,0.0,0,-5.16,0.986
450,PRD-000450,76,4,412.74,385.01,2024-02-02,2024-03-15,Completed,High,2024-02-02,2024-03-12 22:00:00,0.0,0,-27.73,0.9328
451,PRD-000451,196,34,459.45,448.54,2024-02-23,2024-03-22,Completed,Medium,2024-02-23,2024-03-17 22:00:00,0.0,0,-10.91,0.9763
452,PRD-000452,28,22,134.74,0.0,2023-02-27,2023-03-05,Cancelled,Medium,2023-02-27,2023-03-04 22:00:00,0.0,0,-134.74,0.0
453,PRD-000453,16,8,204.46,137.17,2025-05-25,2025-07-03,InProgress,High,2025-05-25,2025-07-02 22:00:00,0.0,0,-67.29,0.6709
454,PRD-000454,144,32,183.74,175.8,2024-12-19,2024-12-25,Completed,Low,2024-12-19,2024-12-24 22:00:00,0.0,0,-7.94,0.9568
455,PRD-000455,80,1,583.52,229.78,2025-08-11,2025-09-23,InProgress,High,2025-08-11,2025-09-20 14:00:00,0.0,0,-353.74,0.3938
456,PRD-000456,226,8,648.3,154.23,2024-10-26,2024-11-15,InProgress,Medium,2024-10-26,2024-11-08 06:00:00,0.0,0,-494.07,0.2379
457,PRD-000457,114,26,557.14,522.16,2023-09-21,2023-09-30,Completed,Low,2023-09-21,2023-09-28 22:00:00,0.0,0,-34.98,0.9372
458,PRD-000458,61,35,665.05,122.86,2023-05-10,2023-06-07,InProgress,Medium,2023-05-10,2023-06-06 06:00:00,0.0,0,-542.19,0.1847
459,PRD-000459,111,10,575.17,528.31,2024-10-14,2024-11-14,Completed,Medium,2024-10-14,2024-11-12 06:00:00,0.0,0,-46.86,0.9185
460,PRD-000460,180,35,285.86,263.53,2023-07-16,2023-08-30,Completed,Low,2023-07-16,2023-08-27 06:00:00,0.0,0,-22.33,0.9219
461,PRD-000461,127,24,191.01,0.0,2024-05-26,2024-06-16,Cancelled,High,2024-05-26,2024-06-14 22:00:00,0.0,0,-191.01,0.0
462,PRD-000462,38,2,827.45,768.35,2024-02-21,2024-03-01,Completed,Medium,2024-02-21,2024-02-28 14:00:00,0.0,0,-59.1,0.9286
463,PRD-000463,167,40,927.85,0.0,2023-05-08,2023-06-18,Scheduled,Medium,2023-05-08,2023-05-28 06:00:00,0.0,0,-927.85,0.0
464,PRD-000464,186,30,970.23,928.63,2025-08-25,2025-09-19,Completed,Medium,2025-08-25,2025-09-19 06:00:00,360.0,1,-41.6,0.9571
465,PRD-000465,54,23,151.57,49.22,2025-11-11,2025-12-06,OnHold,Critical,2025-11-11,2025-12-05 14:00:00,0.0,0,-102.35,0.3247
466,PRD-000466,185,37,799.75,749.16,2024-07-13,2024-08-26,Completed,Medium,2024-07-13,2024-08-22 14:00:00,0.0,0,-50.59,0.9367
467,PRD-000467,78,26,96.15,91.89,2025-01-31,2025-02-11,Completed,Low,2025-01-31,2025-02-11 06:00:00,360.0,1,-4.26,0.9557
468,PRD-000468,169,12,846.67,829.39,2025-06-12,2025-07-15,Completed,Medium,2025-06-12,2025-07-12 22:00:00,0.0,0,-17.28,0.9796
469,PRD-000469,83,38,183.37,0.0,2025-09-14,2025-10-29,Scheduled,Critical,2025-09-14,2025-10-22 06:00:00,0.0,0,-183.37,0.0
470,PRD-000470,8,11,676.04,0.0,2024-01-06,2024-02-17,Scheduled,Low,2024-01-06,2024-02-17 06:00:00,360.0,1,-676.04,0.0
471,PRD-000471,195,15,228.3,210.45,2024-12-09,2025-01-12,Completed,Critical,2024-12-09,2025-01-09 22:00:00,0.0,0,-17.85,0.9218
472,PRD-000472,99,27,875.33,809.65,2025-05-11,2025-06-08,Completed,Critical,2025-05-11,2025-06-04 22:00:00,0.0,0,-65.68,0.925
473,PRD-000473,96,39,270.61,243.57,2023-03-07,2023-04-02,Completed,Medium,2023-03-07,2023-03-30 22:00:00,0.0,0,-27.04,0.9001
474,PRD-000474,97,9,871.96,853.88,2023-02-01,2023-02-15,Completed,Critical,2023-02-01,2023-02-11 14:00:00,0.0,0,-18.08,0.9793
475,PRD-000475,174,19,631.06,615.3,2024-09-03,2024-09-18,Completed,Low,2024-09-03,2024-09-17 06:00:00,0.0,0,-15.76,0.975
476,PRD-000476,50,6,160.53,151.83,2025-03-01,2025-03-31,Completed,Medium,2025-03-01,2025-03-31 06:00:00,360.0,1,-8.7,0.9458
477,PRD-000477,229,1,357.71,325.29,2024-11-01,2024-12-22,Completed,Medium,2024-11-01,2024-12-02 14:00:00,0.0,0,-32.42,0.9094
478,PRD-000478,175,34,491.27,320.53,2024-03-10,2024-04-16,InProgress,Medium,2024-03-10,2024-04-14 06:00:00,0.0,0,-170.74,0.6525
479,PRD-000479,92,40,49.66,46.14,2025-06-05,2025-07-14,Completed,High,2025-06-05,2025-07-12 22:00:00,0.0,0,-3.52,0.9291
480,PRD-000480,224,5,215.47,199.05,2025-06-27,2025-07-04,Completed,Medium,2025-06-27,2025-07-03 22:00:00,0.0,0,-16.42,0.9238
481,PRD-000481,60,4,909.35,0.0,2023-05-16,2023-06-21,Scheduled,Medium,2023-05-16,2023-06-15 06:00:00,0.0,0,-909.35,0.0
482,PRD-000482,213,17,473.39,179.78,2023-12-19,2024-01-05,InProgress,Medium,2023-12-19,2024-01-02 22:00:00,0.0,0,-293.61,0.3798
483,PRD-000483,148,16,762.97,0.0,2024-01-17,2024-01-30,Scheduled,High,2024-01-17,2024-01-29 22:00:00,0.0,0,-762.97,0.0
484,PRD-000484,140,8,162.95,154.59,2025-09-19,2025-10-24,Completed,Medium,2025-09-19,2025-10-13 14:00:00,0.0,0,-8.36,0.9487
485,PRD-000485,108,17,435.69,0.0,2025-09-24,2025-10-13,Scheduled,Low,2025-09-24,2025-10-12 22:00:00,0.0,0,-435.69,0.0
486,PRD-000486,170,4,600.94,420.5,2025-08-03,2025-08-24,OnHold,Low,2025-08-03,2025-08-23 14:00:00,0.0,0,-180.44,0.6997
487,PRD-000487,196,3,771.75,725.28,2023-03-19,2023-04-27,Completed,Medium,2023-03-19,2023-04-25 22:00:00,0.0,0,-46.47,0.9398
488,PRD-000488,21,36,829.28,760.51,2023-03-17,2023-04-15,Completed,Medium,2023-03-17,2023-04-14 14:00:00,0.0,0,-68.77,0.9171
489,PRD-000489,167,23,40.16,36.97,2023-05-18,2023-06-12,Completed,Medium,2023-05-18,2023-06-11 06:00:00,0.0,0,-3.19,0.9206
490,PRD-000490,201,13,347.01,0.0,2023-11-20,2023-12-13,Scheduled,Medium,2023-11-20,2023-12-12 06:00:00,0.0,0,-347.01,0.0
491,PRD-000491,197,25,515.47,0.0,2025-07-05,2025-07-09,Scheduled,High,2025-07-05,2025-07-08 14:00:00,0.0,0,-515.47,0.0
492,PRD-000492,31,40,618.98,0.0,2024-04-02,2024-05-02,Scheduled,Critical,2024-04-02,2024-04-28 06:00:00,0.0,0,-618.98,0.0
493,PRD-000493,61,15,911.5,369.99,2024-01-27,2024-02-11,OnHold,Low,2024-01-27,2024-02-11 06:00:00,360.0,1,-541.51,0.4059
494,PRD-000494,204,35,506.26,65.89,2023-01-11,2023-02-09,OnHold,Medium,2023-01-11,2023-02-02 22:00:00,0.0,0,-440.37,0.1302
495,PRD-000495,15,5,44.56,19.19,2025-11-21,2025-11-24,InProgress,Low,2025-11-21,2025-11-23 14:00:00,0.0,0,-25.37,0.4307
496,PRD-000496,228,16,443.8,436.66,2024-04-12,2024-05-19,Completed,Critical,2024-04-12,2024-05-14 14:00:00,0.0,0,-7.14,0.9839
497,PRD-000497,20,5,169.07,0.0,2023-05-19,2023-06-16,Scheduled,Medium,2023-05-19,2023-06-16 06:00:00,360.0,1,-169.07,0.0
498,PRD-000498,230,15,34.72,32.81,2024-08-01,2024-09-04,Completed,Medium,2024-08-01,2024-08-30 06:00:00,0.0,0,-1.91,0.945
499,PRD-000499,168,16,245.1,31.81,2023-11-19,2023-12-15,InProgress,Medium,2023-11-19,2023-12-05 14:00:00,0.0,0,-213.29,0.1298
500,PRD-000500,231,27,727.35,0.0,2023-10-12,2023-11-18,Scheduled,High,2023-10-12,2023-11-13 14:00:00,0.0,0,-727.35,0.0
